"docid"	"segmentid"	"text"	"ANNOTATOR1"	"ANNOTATOR2"	"MERGED"
"masc_news_20020731-nyt_part3.txt"	"129"	"She learned to speak English,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"130"	"got a driver's license"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"131"	"and earned her GED."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"132"	"Charles Easterling, 24, said"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"133"	"he had been enrolled for a month"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part3.txt"	"134"	"but lived ""wherever."""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"135"	"""I'm homeless now trying to find a place to lay my head,"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"136"	"he said."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"137"	"Starke said"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"138"	"the school was helping Easterling find housing."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"139"	"Easterling said"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"140"	"he would do whatever it took to become stable."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"141"	"John Orellana, 22, just got a technician's job at a Jiffy Lube last week."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"142"	"Not bad for a guy who was kicked out of high school in 1997 for threatening a teacher."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"143"	"""I did a lot of walking,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"144"	"got an interview"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"145"	"and got a job and an opportunity of a lifetime,"""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"146"	"Orellana said."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"147"	"""It shows"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part3.txt"	"148"	"if you have the will and the dedication here"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"149"	"you can learn a lot"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"150"	"and be something."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"151"	"It taught me maturity."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"152"	"This school is like a big family."""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"153"	"Edward Jewell, 56, retired from his job as a copyright assistant at the Library of Congress in 1993."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"154"	"""I've been flapping my wings"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"155"	"since until I found this school,"""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"156"	"he said."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"157"	"""I needed a new skill."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"158"	"This has been invaluable,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"159"	"enriching."	"NONE"	"DYNAMIC"	"NONE"
"masc_news_20020731-nyt_part3.txt"	"160"	"I get up"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"161"	"and come down here at 6 a.m. every day full of joy and energized."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"162"	"I'm grateful to George Starke to have had the vision to set something like this up, not just for me but for all the students."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"163"	"George is doing"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"164"	"what he's supposed to be doing"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"165"	"because God is blessing him"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"166"	"and he's sure blessing me."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"167"	"And when I become a technician,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"168"	"I will help the poor and needy by giving them affordable rates."""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"169"	"Starke said"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"170"	"the school would move to a building near the city's bus depot in the fall."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"171"	"The city has talked with Starke about using his students for some vehicle repairs."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"172"	"He is proud of the red Cobra 427"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"173"	"that sits in the school's workshop."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"174"	"It was rebuilt from shell to finish by his first class"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"175"	"and was included in the district's millennium celebrations."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"176"	"His current class is rebuilding a black one."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"177"	"This one will be auctioned for the school."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"178"	"""I just wanted to be a part,"""	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part3.txt"	"179"	"said Starke,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"180"	"who is certain"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"181"	"he is the lone Redskin, past or present,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"182"	"who lives in the city."	"NONE"	"STATIVE"	"NONE"
"masc_news_20020731-nyt_part3.txt"	"183"	"He has lived here for 20 years."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"184"	"""A lot of kids are afraid of 'the process'"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"185"	"and I wanted to take 'the process' out."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"186"	"For this school, once they are in,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"187"	"all they have to do is come every day,"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part3.txt"	"188"	"come on time every day"	"NONE"	"NONE"	"NONE"
"masc_news_20020731-nyt_part3.txt"	"189"	"and work hard."	"NONE"	"DYNAMIC"	"NONE"
"masc_news_20020731-nyt_part3.txt"	"190"	"A little more than 50 percent of our kids make it through."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"191"	"I want it to be more,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"192"	"but my job is not to see"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"193"	"that everybody makes it;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part3.txt"	"194"	"my job is to see"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part3.txt"	"195"	"that everybody has the opportunity to make it."""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"0"	"RARE COIN FETCHES RECORD $7.59 MILLION AT AUCTION"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"1"	""	"NONE"	"NONE"	"NONE"
"masc_news_20020731-nyt_part4.txt"	"2"	"NEW YORK"	"NONE"	"NONE"	"NONE"
"masc_news_20020731-nyt_part4.txt"	"3"	""	"NONE"	"NONE"	"NONE"
"masc_news_20020731-nyt_part4.txt"	"4"	"The 1933 double eagle, a $20 gold piece with a mysterious history that involves a president, a king and a Secret Service sting operation, was auctioned Tuesday last night for a record price for a coin, $7.59 million, nearly double the previous record."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"5"	"The anonymous buyer, believed to be an individual collector"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"6"	"who lives in the United States,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"7"	"made the winning bid in a fiercely contested nine-minute auction at Sotheby's in Manhattan."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"8"	"Eight bidders were joined by 500 coin collectors and dealers in an auction house audience seemingly devoid of celebrity bidders,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"9"	"while an additional 534 observers followed the bidding on eBay."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"10"	"As auction houses prepare for their fall seasons in an uncertain economy, the sale price ""suggests"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"11"	"that the marketplace for important items is enormously strong,"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"12"	"said David Redden, a vice chairman at Sotheby's,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"13"	"who was the auctioneer."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"14"	"""This is an astonishing new record for a coin,"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"15"	"he said."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"16"	"In an unprecedented move, the auction proceeds were split by the U.S. Mint and a London coin dealer, Stephen Fenton,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"17"	"who had won that right in court after having been arrested by Secret Service agents for trying to sell the coin in the Waldorf-Astoria Hotel in Manhattan in 1996."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"18"	"Henrietta Holsman Fore, the director of the U.S. Mint, who witnessed the sale,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"19"	"said,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"20"	"""The monies we receive"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"21"	"will go toward helping to pay down the debt"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"22"	"and to fight the war on terrorism."""	"NONE"	"NONE"	"NONE"
"masc_news_20020731-nyt_part4.txt"	"23"	"Fenton commented"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"24"	"that the double eagle had been on ""a long historic journey, with a very satisfying ending."""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"25"	"He added,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"26"	"""I am thrilled with the price."""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"27"	"The previous numismatic record holder was an 1804 U.S. silver dollar,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"28"	"which sold for $4.14 million in 1999."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"29"	"Sotheby's partner in the one-lot auction was Stack's Rare Coins,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"30"	"with which it shared the customary 15 percent commission."	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_news_20020731-nyt_part4.txt"	"31"	"""I have never seen as much interest in the sale of any coin in my 30 years in the business,"""	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part4.txt"	"32"	"said Lawrence R. Stack, the company's managing director."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"33"	"""This is the Mona Lisa of coins,"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"34"	"said Beth Deisher, editor of Coin World, the largest weekly coin publication in the United States, with a circulation of 85,000."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"35"	"""It is unique."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"36"	"Forbidden fruit."""	"STATIVE"	"NONE"	"NONE"
"masc_news_20020731-nyt_part4.txt"	"37"	"Collectors' Web sites have surged with speculation about the sale price,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"38"	"and enthusiasts even organized betting pools."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"39"	"On Tuesday night, Redden took the podium for nine minutes"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"40"	"before the gavel came down,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"41"	"recognizing bidders in the audience and on the telephone."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"42"	"The tension in the crowd was broken with a burst of applause after the $5 million mark, and a louder explosion at $6 million."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"43"	"The rumor in the crowd had been that ""anything under $6 million would be a bargain,"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"44"	"said Ute Wartenberg, executive director of the American Numismatic Society in Manhattan."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"45"	"Most bidders dropped out after that price."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"46"	"The gavel sounded at $6.6 million"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"47"	"after a Sotheby's senior vice president, Selby Kiffer, made the final bid for the anonymous buyer on the telephone."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"48"	"The sale price of $6.6 million, when added to the commission,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"49"	"totaled $7.59 million."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"50"	"The auction attendance was swelled by coin collectors"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"51"	"who had gathered on the eve of the American Numismatic Association Convention, the largest coin show of the year,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"52"	"expected to draw more than 10,000 people to the Marriott Marquis Hotel Wednesday."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"53"	"""So the auction was almost like the ribbon-cutting ceremony for the convention,"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"54"	"Stack said."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"55"	"Fore of the mint said"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"56"	"the high price for the coin was reached"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"57"	"""because it is one of a kind,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"58"	"it is beautiful"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"59"	"and it has a great story."""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"60"	"The coin was the only 1933 double eagle"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"61"	"that has ever been legally offered for sale,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"62"	"and its Maltese Falconesque history only recently came to light, thanks to documents unearthed during the five-year legal battle over its ownership."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"63"	"In 1792, it was deemed"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_news_20020731-nyt_part4.txt"	"64"	"that all gold and silver U.S. coins would bear the depiction of an eagle,"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part4.txt"	"65"	"but gold pieces were issued only after a gold rush boom in 1850."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"66"	"They were called double eagles"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part4.txt"	"67"	"because their face value was twice that of the original $10 gold piece."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"68"	"Following the suggestion of President Theodore Roosevelt, the sculptor Augustus Saint-Gaudens redesigned the coin in 1907 in high relief,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"69"	"forever after giving the coins the designation ""saints."""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"70"	"But in 1933, President Franklin D. Roosevelt took the United States off the gold standard,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"71"	"and ordered all the 1933 saints already manufactured destroyed, save for two"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"72"	"reserved for the Smithsonian Institution."	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part4.txt"	"73"	"They were never declared legal currency."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"74"	"Presumably after being stolen by a mint employee, nine double eagles surfaced during the mid-1940s and 1950s."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"75"	"They were seized by the Secret Service"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"76"	"and melted down."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"77"	"But before these coins came to light,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"78"	"the royal legation of Egypt turned up with one at the Department of the Treasury,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"79"	"and somehow got an official to issue an export license for the coin to enhance the collection of King Farouk."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"80"	"By the time that blunder was discovered, the coin had left the United States."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"81"	"In 1954, after the king was deposed,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"82"	"his coins were sold at auction"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"83"	"and the double eagle vanished."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"84"	"It went underground"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"85"	"until it came to Fenton in 1995."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"86"	"His arrest in Manhattan, after attempting to sell the coin for $1.5 million, led to a court battle over whether -- thanks to the Treasury's mistaken export permission in 1944 --"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"87"	"the coin could be legally owned."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"88"	"The double eagle came close to being melted down many times."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"89"	"The coin once again escaped destruction"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"90"	"when it was moved from the Treasury Department vault in 7 World Trade Center"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"91"	"eight months before the building collapsed after the Sept. 11 terrorist attack."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"92"	"The record price was seen as a gift by coin collectors."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"93"	"""Many people believe"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"94"	"that our great coin rarities are vastly undervalued in comparison to old master paintings,"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part4.txt"	"95"	"Deisher said."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"96"	"In a ceremony after the sale, Fore of the mint declared the coin"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"97"	"the only 1933 double eagle ever to be legally issued by the U.S. government."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"98"	"This ""monetized"" the coin,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"99"	"making it legal tender."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part4.txt"	"100"	"The buyer will receive a certificate of transfer stating just that, but only after paying the auction price and a fee of $20 for the face value of the coin."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part5.txt"	"0"	"ETHICS COMMITTEE CITES"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part5.txt"	"1"	"TORRICELLI'S 'POOR JUDGMENT' Following are excerpts from the findings of the Senate Ethics Committee's report on Sen. Robert G. Torricelli's dealings with David Chang: 1."	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part5.txt"	"2"	"Your acceptance of a television and stereo CD player upon payment from David Chang of an amount you understood to be the cost to Mr. Chang, rather than fair market retail value,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part5.txt"	"3"	"evidenced poor judgment,"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part5.txt"	"4"	"displayed a lack of due regard for Senate rules"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part5.txt"	"5"	"and resulted in a violation of the Senate Gifts Rules (35) and, consequently, a violation of your public disclosure obligations under Senate rules."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part5.txt"	"6"	"2. Your acceptance on loan from Mr. Chang of bronze statues (eagle and bronco buster) for display in your Senate office under your office's policy of accepting"	"NONE"	"NONE"	"NONE"
"masc_news_20020731-nyt_part5.txt"	"7"	"the loan of home state artwork was not consistent with Senate rules"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part5.txt"	"8"	"governing such loans,"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part5.txt"	"9"	"evidenced poor judgment,"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part5.txt"	"10"	"displayed a lack of due regard for the Senate rules"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part5.txt"	"11"	"and resulted in a violation of the Senate Gifts Rule (35) and, consequently, a violation of your public disclosure obligations under Senate rules."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part5.txt"	"12"	"3. Your failure to act to prevent"	"NONE"	"NONE"	"NONE"
"masc_news_20020731-nyt_part5.txt"	"13"	"the acceptance of or to pay for gifts of earrings from Mr. Chang to individuals"	"NONE"	"NONE"	"NONE"
"masc_news_20020731-nyt_part5.txt"	"14"	"(your sister, an employee and a friend) in your home at Christmas"	"NONE"	"NONE"	"NONE"
"masc_news_20020731-nyt_part5.txt"	"15"	"on the mistaken belief that such items were of little value"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part5.txt"	"16"	"or were not gifts to you under the circumstances,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_news_20020731-nyt_part5.txt"	"17"	"evidenced poor judgment, displayed a lack of due regard for Senate rules"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_news_20020731-nyt_part5.txt"	"18"	"and resulted in a violation of the Senate Gifts Rule (35) and, consequently, a violation of your public disclosure obligations under Senate Rule 34."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part5.txt"	"19"	"4. Continuation of a personal and official relationship with Mr. Chang under circumstances where you knew"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_news_20020731-nyt_part5.txt"	"20"	"that he was attempting to ingratiate himself, in part through a pattern"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_news_20020731-nyt_part5.txt"	"21"	"of attempts to provide you and those around you with gifts over a period of several years"	"DYNAMIC"	"NONE"	"NONE"
"masc_news_20020731-nyt_part5.txt"	"22"	"when you and your Senate Office were taking official actions of benefit to Mr. Chang"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
